anunciante,area_privativa,area_total,atualizacao,bairro,banheiros,cidade,cod_imovel,creci,data_publicacao,dce,endereco,garagem,idade_imovel,quartos,suites,url,valor_condominio,valor_imovel,valor_iptu,valor_mt2
Leonardo Rizzo Participações Imobiliárias - LTDA,43m²,,,Parque Rio Branco,1,Valparaíso de Goiás,994414177,,2022-07-01,,Rua da BR-040 (Quadras 01 e 02),1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/valparaiso-de-goias-apartamento-padrao-parque-esplanada-iii-994414177,R$ 0,R$ 99.000,R$ 0,
Confira outras opções em meu site Gabi Silva Imóveis,150m²,,,Valparaiso I - Etapa D,3,Valparaíso de Goiás,1052260907,,2022-07-01,,Quadra 10,4,,4,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-a-venda-valparaiso-i-goias-1052260907,R$ 0,R$ 370.000,R$ 0,
Jac,63771m²,,,Parque Esplanada I,1,Valparaíso de Goiás,1052290211,,2022-07-01,,"Rua E (Quadras D,H)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-ou-troco-apartamento-novo-ninguem-morou-1052290211,,R$ 145.000,,
Rodolpho2012,63771m²,,,Parque Estrela Dalva II,1,Luziânia,1052290979,,2022-07-01,,Rua Machado de Assis,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-ou-troco-apartamento-1052290979,,R$ 145.000,,
Luis Claudio,51m²,,,Ocidental Parque,1,Cidade Ocidental,1052306919,,2022-07-01,,Quadra 31,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-de-apartamento-cidade-ocidental-go-1052306919,R$ 0,R$ 26.000,R$ 147,
Cesargouveia2919@gmail.com,54m²,,,Parque das Cachoeiras,2,Valparaíso de Goiás,1052319722,,2022-07-01,,Conjunto Residencial 3 Parque dos Sonhos Bloco D,1,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-parque-dos-sonhos-valparaiso-atras-do-shopping-1052319722,R$ 320,R$ 190.000,R$ 280,
glaucioandrade.corretorlps,,,,Mansões Pôr do Sol,1,Águas Lindas de Goiás,1052327691,,2022-07-01,,Quadra 0000,,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-2-quartos-1-banheiro-1052327691,,R$ 135.000,,
glaucioandrade.corretorlps,,,,Fazenda Vau,1,Águas Lindas de Goiás,1052329177,,2022-07-01,,Área 01 Quinhão 19,,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-2-quartos-1-banheiro-1052329177,,R$ 150.000,,
glaucioandrade.corretorlps,,,,Jardim Bela Vista,1,Águas Lindas de Goiás,1052330104,,2022-07-01,,Quadra 04,,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-3-quartos-1-banheiro-1052330104,,R$ 140.000,,
glaucioandrade.corretorlps,,,,Jardim Águas Lindas,1,Águas Lindas de Goiás,1052331014,,2022-07-01,,Quadra 04,,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-1-banheiro-1052331014,,R$ 140.000,,
Johnny Faria,45m²,,,Cidade Jardim,1,Águas Lindas de Goiás,1052336768,,2022-07-01,,Quadra 109,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/ap-barato-negociavel-1052336768,R$ 170,R$ 25.000,,
Face Consultoria e Assessoria Imobiliaria LTDA,59m²,,,Jardim do Ingá,1,Luziânia,1025764175,,2022-07-01,,Rua Dona Guiomar Ribeiro,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-financiamento-casa-verde-e-amarela-1025764175,R$ 0,R$ 120.000,R$ 0,
Marcia S,,,,Centro,1,Cidade Ocidental,1052494762,,2022-07-01,,SQ 13 Quadra 1,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-de-apartamento-13-mil-1052494762,R$ 50,R$ 13,,
NEGÓCIOS-DF,67m²,,,Valparaiso I - Etapa A,1,Valparaíso de Goiás,1000584390,,2022-07-01,,Quadra 7,0,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/t-r-o-c-o--tudo-aqui-por-a-g-i-o-de-c-a-s-a-apt-terreo-ou-f-i-a-t-uno-1000584390,,R$ 40.000,,
Confira outras opções em meu site Gabi Silva Imóveis,47m²,,,Cidade Jardins,1,Valparaíso de Goiás,1052501203,,2022-07-01,,Quadra QC 01 Conjunto B Bloco 3,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-na-cidade-jardins-valparaiso-aceito-carro-1052501203,R$ 0,R$ 33.000,R$ 0,
GLEYCIANE MOREIRA RIBEIRO,,,,,1,Cidade Ocidental,1052503002,,2022-07-01,,,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-1052503002,R$ 70,R$ 48.000,,
Confira outras opções em meu site Gabi Silva Imóveis,220m²,,,Valparaiso I - Etapa D,2,Valparaíso de Goiás,1052503855,,2022-07-01,,Quadra 10,4,,4,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-casa-financiada-no-valparaiso-1052503855,R$ 0,R$ 370.000,R$ 0,
Confira outras opções em meu site Gabi Silva Imóveis,47m²,,,Cidade Jardins,1,Valparaíso de Goiás,1052504594,,2022-07-01,,Quadra QC 01 Conjunto B Bloco 3,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-na-cidade-jardins-valparaiso-aceito-carro-1052504594,R$ 0,R$ 33.000,R$ 0,
Baroli Imóveis,60m²,,,Valparaiso I - Etapa A,1,Valparaíso de Goiás,1015213760,,2022-07-01,,Quadra 1,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-60-m-por-r-145-000-00-valparaiso-i-etapa-a-1015213760,R$ 250,R$ 145.000,R$ 180,
periclescardoso,54m²,,,Parque da Barragem Setor 06,1,Águas Lindas de Goiás,1052539709,,2022-07-01,,Quadra 3 Conjunto A,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-quartos-aguas-lindas-100-financiado-1052539709,,R$ 185.000,R$ 350,
Alan,,,,Parque Esplanada II,1,Valparaíso de Goiás,1052541757,,2022-07-01,,"Rua 7 (Quadras 27,28,31,32)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-2-qts-terreo-quintal-1052541757,,R$ 120.000,,
Leonardo Rizzo Participações Imobiliárias - LTDA,43m²,,,Parque Esplanada II,1,Valparaíso de Goiás,995046629,,2022-07-01,,"Rua 8 (Quadras 31,32,35,36)",1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/valparaiso-de-goias-apartamento-padrao-parque-esplanada-ii-995046629,R$ 0,R$ 150.000,R$ 0,
Confira outras opções em meu site Gabi Silva Imóveis,220m²,,,Valparaiso I - Etapa D,3,Valparaíso de Goiás,1052548977,,2022-07-01,,Quadra 10,4,,4,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-valparaiso-casa-4-qtos-aceito-carro-1052548977,R$ 0,R$ 230.000,R$ 0,
Confira outras opções em meu site Gabi Silva Imóveis,220m²,,,Valparaiso I - Etapa D,3,Valparaíso de Goiás,1052550274,,2022-07-01,,Quadra 10,4,,4,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/agio-valparaiso-casa-4-qtos-aceito-carro-1052550274,R$ 0,R$ 230.000,R$ 0,
fabiorocharibeiro,50m²,,,Cidade Jardins,1,Valparaíso de Goiás,1052552627,,2022-07-01,,Quadra QC 05,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/vendo-agio-de-apartamento-1052552627,R$ 150,R$ 35.000,,
Hellen B.,,,,,1,Cidade Ocidental,1052554778,,2022-07-01,,,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamentos-1052554778,,R$ 478,,
ALEX SANTOS,90m²,,,Parque Esplanada III,1,Valparaíso de Goiás,1052561104,,2022-07-01,,Quadra 38,1,,3,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apartamento-para-venda-possui-90-metros-quadrados-com-3-quartos-1052561104,R$ 0,R$ 280.000,R$ 0,
Multi Empreendimentos Imobiliários,50m²,,,Parque Esplanada III,1,Valparaíso de Goiás,976450078,,2022-07-01,,Quadra 4,1,,2,,https://df.olx.com.br/distrito-federal-e-regiao/imoveis/apto-2-quartos-no-centro-de-valparaiso-976450078,R$ 340,R$ 120.000,R$ 150,
